x,y
1.0,0.007433645317968575
1.01,0.00752872550071449
1.02,0.007595336987350679
1.03,0.00761540608336838
1.04,0.007572301971348902
1.05,0.007678430784780284
1.06,0.007585984156601049
1.07,0.007529491843833603
1.08,0.00739756847558067
1.09,0.007495713746435713
1.1,0.007536039741436181
1.11,0.007463661954226309
1.12,0.007432252963223603
1.1300000000000001,0.007558436523556188
1.1400000000000001,0.007598926050141947
1.1500000000000001,0.007444785408004544
1.16,0.007509236556876778
1.17,0.007545053537912025
1.18,0.007673155377665647
1.19,0.007581181532838262
1.2,0.007536290465874117
1.21,0.0075814912246014755
1.22,0.007450155183807038
1.23,0.007356439289045784
1.24,0.007438757636050729
1.25,0.0075064695871824285
1.26,0.007524270223655909
1.27,0.007479078438795968
1.28,0.007572455092828017
1.29,0.007668207383949509
1.3,0.007616513391801874
1.31,0.007502073412887281
1.32,0.007648128271531409
1.33,0.007604746752252501
1.34,0.0075192510521226
1.35,0.007316197018398144
1.36,0.007210174109013386
1.37,0.007375815277200701
1.3800000000000001,0.007641721815523195
1.3900000000000001,0.007831800506129848
1.4000000000000001,0.007628088214397393
1.41,0.007566826721195333
1.42,0.007515012376584267
1.43,0.007398956264379976
1.44,0.0074479345295759645
1.45,0.007485906964099044
1.46,0.007538693977271598
1.47,0.0075189941538342
1.48,0.0075109844119104876
1.49,0.007582913273408716
1.5,0.007544606298010486
1.51,0.007530882296566368
1.52,0.007542709684793216
1.53,0.007408454761282596
1.54,0.007515862879115493
1.55,0.007463597304848787
1.56,0.007620343935469398
1.57,0.007541172012965655
1.58,0.007567123064813972
1.59,0.007419242326752871
1.6,0.007472033976789693
1.61,0.007515685484380622
1.62,0.007622069889801327
1.6300000000000001,0.0074743257606636375
1.6400000000000001,0.007467284980464635
1.6500000000000001,0.007372981023057146
1.6600000000000001,0.007486915079407241
1.67,0.007562846611911625
1.68,0.007597749108717667
1.69,0.007528223336167259
1.7,0.007414091386322351
1.71,0.007469853342733654
1.72,0.007546639060308978
1.73,0.007583567445652412
1.74,0.00755207620003036
1.75,0.007615843030246404
1.76,0.0075863071222084105
1.77,0.007626532702127347
1.78,0.007494926098576316
1.79,0.007382993283675008
1.8,0.007383425728851512
1.81,0.0073916356718403235
1.82,0.007535831311251662
1.83,0.007715849834003266
1.84,0.007629184473559418
1.85,0.007536364130370807
1.86,0.007356590049900269
1.87,0.007429774607075123
1.8800000000000001,0.007487030109616902
1.8900000000000001,0.00742994872887374
1.9000000000000001,0.007540420586138085
1.9100000000000001,0.0074798252184688045
1.92,0.00739186938654926
1.93,0.007643510221290024
1.94,0.007869240271299023
1.95,0.007607444612004809
1.96,0.007258359254595267
1.97,0.007433025326210996
1.98,0.007482103208820827
1.99,0.007494343264422304
2.0,0.00758950704570956
2.0100000000000002,0.007884634084419412
2.02,0.007721170948597932
2.0300000000000002,0.007416203275550918
2.04,0.007293936684476647
2.05,0.007295940091927614
2.06,0.0074540197782137696
2.07,0.007704710644015567
2.08,0.007768940713333339
2.09,0.007557096565916209
2.1,0.007483251171070769
2.11,0.007405584267460657
2.12,0.007469224762230002
2.13,0.007528635964849474
2.14,0.007509517475726805
2.15,0.007565568286450711
2.16,0.00746967992110237
2.17,0.007545235386479519
2.18,0.00766614866735758
2.19,0.007736480416251322
2.2,0.0075794084543944545
2.21,0.0075571156005063206
2.22,0.0075838750668797755
2.23,0.007382626440748272
2.24,0.007335094969024946
2.25,0.00734908150744596
2.2600000000000002,0.007422014814369
2.27,0.007705911982486766
2.2800000000000002,0.007733926056654877
2.29,0.007647623501221235
2.3000000000000003,0.007490080283772797
2.31,0.007541025107957951
2.32,0.007429377130362635
2.33,0.0073943421437050365
2.34,0.007516285822816427
2.35,0.007582991054808305
2.36,0.007506359081605793
2.37,0.0075362083494296215
2.38,0.007619161326881414
2.39,0.00756522810042742
2.4,0.00746407277533762
2.41,0.0074211007349880955
2.42,0.007454333368556014
2.43,0.007541245006190429
2.44,0.00745291791293759
2.45,0.0075348497719963745
2.46,0.007570441465476427
2.47,0.007569665812653924
2.48,0.007565121339504476
2.49,0.007525995209316624
2.5,0.007492318010545927
2.5100000000000002,0.007422539010003808
2.52,0.007362310958149982
2.5300000000000002,0.007586833982945672
2.54,0.007675525406241499
2.5500000000000003,0.007518450313896763
2.56,0.007429097801865786
2.57,0.007542371270431836
2.58,0.007617887740177343
2.59,0.00752313994721409
2.6,0.007539281135239554
2.61,0.007484301059415744
2.62,0.007531687738122241
2.63,0.007587915749059241
2.64,0.007494414618206455
2.65,0.007484025566965659
2.66,0.007532779077106186
2.67,0.007378702988030961
2.68,0.007308716243370719
2.69,0.007533079654919766
2.7,0.0076381277380317865
2.71,0.007617650134850594
2.72,0.007522236730683196
2.73,0.007494594734717405
2.74,0.007453121129076598
2.75,0.007398092562425746
2.7600000000000002,0.007365691315935075
2.77,0.007540423827862092
2.7800000000000002,0.007706573963405155
2.79,0.0076334908753059845
2.8000000000000003,0.007383867852850903
2.81,0.00742829533952944
2.82,0.007506942123287241
2.83,0.007743115759888278
2.84,0.007642987258255997
2.85,0.007571811988821284
2.86,0.007499484924393104
2.87,0.007546640737601961
2.88,0.007606172407427754
2.89,0.007549467762522322
2.9,0.007609574114349042
2.91,0.007491095712244972
